orderID,customerName,item,quantity,timestamp
O00181,Sneha,Salad,2,2024-01-14 13:45
O00182,Ayush,Juice,4,2024-04-17 17:15
O00183,Sam,Protein_Bowl,3,2024-11-15 21:15
O00184,Varun,Salad,2,2024-08-12 18:45
O00185,Rohit,Protein_Bowl,2,2025-02-13 13:00
O00186,Kavya,Smoothie,2,2025-12-03 16:00
O00187,Arjun,Smoothie,1,2024-04-22 14:00
O00188,Rohit,Juice,3,2024-01-30 22:45
O00189,Manthan,Sandwich,1,2025-07-17 9:30
O00190,Neha,Juice,2,2025-02-10 20:30
O00191,Ishaan,Smoothie,3,2025-01-13 10:00
O00192,Ayush,Smoothie,2,2024-10-28 13:45
O00193,Riya,Protein_Bowl,3,2025-06-26 22:45
O00194,Aditya,Salad,2,2024-04-23 14:00
O00195,Ishaan,Salad,3,2024-09-01 9:00
O00196,Kavya,Juice,4,2025-02-05 19:00
O00197,Ananya,Sandwich,4,2024-07-29 12:15
O00198,Manthan,Sandwich,3,2024-01-04 10:15
O00199,Varun,Protein_Bowl,4,2024-11-08 14:15
O00200,Kushvendra,Salad,2,2024-07-10 17:45
O00201,Arjun,Salad,4,2025-03-14 17:00
O00202,Riya,Sandwich,1,2024-06-23 7:30
O00203,Sneha,Protein_Bowl,1,2025-05-15 14:45
O00204,Aditya,Salad,1,2025-08-03 16:15
O00205,Varun,Protein_Bowl,2,2024-05-30 10:00
O00206,Pranav,Sandwich,4,2025-05-17 18:30
O00207,Sneha,Sandwich,3,2025-04-14 7:30
O00208,Pranav,Sandwich,4,2024-04-25 15:00
O00209,Arjun,Smoothie,2,2025-11-06 11:30
O00210,Sneha,Salad,2,2025-08-14 20:30
O00211,Saanvi,Salad,2,2025-01-21 10:30
O00212,Aditi,Smoothie,2,2024-09-28 18:30
O00213,Ayush,Protein_Bowl,4,2024-10-09 16:15
O00214,Ishaan,Protein_Bowl,3,2025-09-19 10:45
O00215,Rohit,Protein_Bowl,3,2024-10-22 10:00
O00216,Sneha,Juice,4,2025-11-28 11:30
O00217,Maya,Protein_Bowl,2,2024-11-06 22:30
O00218,Vivaan,Sandwich,1,2025-04-09 8:15
O00219,Pranav,Protein_Bowl,1,2024-02-24 22:30
O00220,Aarav,Smoothie,3,2025-11-07 7:00
O00221,Kavya,Juice,3,2024-10-17 11:00
O00222,Kavya,Juice,2,2025-03-18 9:30
O00223,Ananya,Salad,4,2024-12-29 14:45
O00224,Neha,Smoothie,1,2024-09-24 16:30
O00225,Riya,Protein_Bowl,4,2025-11-26 17:15
O00226,Saanvi,Sandwich,2,2025-03-02 13:30
O00227,Pranav,Salad,3,2025-08-03 21:15
O00228,Ayush,Smoothie,1,2024-05-21 21:30
O00229,Varun,Sandwich,4,2024-12-28 20:45
O00230,Neha,Smoothie,4,2024-01-29 7:45
O00231,Vivaan,Juice,3,2024-09-05 18:15
O00232,Maya,Protein_Bowl,3,2024-02-24 19:15
O00233,Ayush,Salad,4,2025-06-14 21:00
O00234,Vivaan,Salad,3,2025-10-27 10:30
O00235,Maya,Salad,3,2025-08-02 22:30
O00236,Ishaan,Salad,1,2025-12-19 13:15
O00237,Aditi,Smoothie,2,2024-08-16 11:30
O00238,Pranav,Salad,4,2025-09-30 13:00
O00239,Vivaan,Salad,2,2025-09-10 10:00
O00240,Ananya,Juice,1,2025-04-30 7:45
O00241,Ayush,Salad,1,2024-11-03 19:45
O00242,Riya,Juice,3,2025-09-19 21:00
O00243,Neha,Juice,1,2024-07-08 11:15
O00244,Riya,Protein_Bowl,2,2025-05-02 22:30
O00245,Pranav,Salad,4,2025-01-11 15:45
O00246,Ayush,Salad,4,2025-03-02 20:15
O00247,Aarav,Sandwich,4,2024-05-03 19:00
O00248,Sam,Sandwich,1,2025-10-22 21:00
O00249,Manthan,Juice,4,2025-04-14 15:00
O00250,Riya,Sandwich,2,2024-12-23 19:00
O00251,Riya,Juice,3,2025-11-02 17:45
O00252,Arjun,Sandwich,3,2025-02-07 9:45
O00253,Ayush,Smoothie,2,2025-08-12 15:15
O00254,Kushvendra,Protein_Bowl,3,2025-08-21 19:00
O00255,Ishaan,Salad,2,2024-08-25 10:00
O00256,Sneha,Smoothie,3,2024-08-25 14:00
O00257,Riya,Smoothie,4,2024-03-06 8:30
O00258,Aditya,Salad,1,2025-03-28 18:00
O00259,Riya,Sandwich,1,2025-12-16 21:45
O00260,Arjun,Protein_Bowl,2,2024-07-19 15:45
O00261,Rohit,Sandwich,2,2024-07-25 12:45
O00262,Varun,Juice,1,2025-08-19 7:00
O00263,Saanvi,Salad,2,2024-01-06 18:45
O00264,Sam,Protein_Bowl,1,2024-12-14 12:45
O00265,Saanvi,Juice,4,2025-05-27 18:30
O00266,Maya,Protein_Bowl,2,2024-03-09 21:45
O00267,Ayush,Salad,1,2024-05-10 16:00
O00268,Aditya,Smoothie,2,2024-02-22 17:00
O00269,Ananya,Sandwich,3,2025-02-03 18:00
O00270,Riya,Sandwich,1,2025-07-01 14:30
O00271,Ayush,Protein_Bowl,1,2025-07-13 10:45
O00272,Kavya,Salad,1,2024-12-12 20:30
O00273,Saanvi,Sandwich,1,2024-05-22 13:30
O00274,Ishaan,Juice,4,2024-03-15 8:30
O00275,Vivaan,Smoothie,1,2025-07-18 22:15
O00276,Kavya,Salad,1,2024-02-06 22:15
O00277,Manthan,Smoothie,4,2024-11-06 14:00
O00278,Ishaan,Salad,2,2025-07-01 19:00
O00279,Aditi,Smoothie,1,2025-01-31 19:15
O00280,Neha,Smoothie,2,2024-04-28 21:00
O00281,Maya,Sandwich,3,2024-07-17 17:45
O00282,Ishaan,Juice,2,2024-04-04 7:15
O00283,Neha,Protein_Bowl,1,2024-01-16 14:00
O00284,Vivaan,Salad,2,2025-03-25 12:30
O00285,Ishaan,Sandwich,3,2025-09-08 14:30
O00286,Arjun,Protein_Bowl,4,2025-05-05 10:00
O00287,Vivaan,Sandwich,2,2025-05-21 18:15
O00288,Rohit,Sandwich,3,2025-07-18 16:15
O00289,Varun,Sandwich,3,2025-12-15 10:00
O00290,Manthan,Smoothie,4,2024-10-13 9:15
O00291,Arjun,Protein_Bowl,2,2024-11-08 13:00
O00292,Manthan,Juice,1,2024-08-28 21:45
O00293,Aditya,Salad,4,2024-02-04 15:30
O00294,Sam,Smoothie,3,2024-03-27 8:30
O00295,Maya,Smoothie,4,2024-01-20 19:45
O00296,Rohit,Salad,2,2024-07-29 19:15
O00297,Neha,Protein_Bowl,1,2025-11-07 16:00
O00298,Aditi,Sandwich,1,2025-09-15 17:30
O00299,Sam,Juice,1,2024-12-15 20:45
O00300,Ishaan,Salad,4,2025-11-25 16:45
O00301,Neha,Protein_Bowl,3,2024-06-15 19:45
O00302,Ananya,Juice,1,2024-10-14 15:00
O00303,Ananya,Protein_Bowl,3,2024-12-11 19:00
O00304,Maya,Sandwich,3,2024-10-02 15:00
O00305,Aditya,Sandwich,3,2024-09-27 12:45
O00306,Rohit,Salad,4,2024-01-10 21:00
O00307,Manthan,Smoothie,2,2025-02-22 8:00
O00308,Kavya,Protein_Bowl,3,2024-03-06 21:15
O00309,Kavya,Sandwich,3,2025-05-21 11:15
O00310,Riya,Juice,1,2024-08-26 10:00
O00311,Riya,Protein_Bowl,4,2025-08-16 17:00
O00312,Aditi,Juice,1,2024-09-22 15:00
O00313,Manthan,Protein_Bowl,1,2025-09-06 14:30
O00314,Aditya,Salad,4,2024-04-25 9:15
O00315,Saanvi,Sandwich,3,2025-11-28 20:00
O00316,Neha,Sandwich,2,2024-01-26 17:30
O00317,Kushvendra,Smoothie,3,2025-04-26 16:00
O00318,Riya,Sandwich,1,2024-10-24 11:00
O00319,Aditya,Protein_Bowl,2,2024-11-16 18:15
O00320,Ayush,Protein_Bowl,1,2025-11-03 11:45
O00321,Vivaan,Salad,2,2025-08-01 20:00
O00322,Varun,Salad,4,2025-11-06 21:30
O00323,Kavya,Juice,3,2024-09-06 17:15
O00324,Manthan,Juice,4,2024-11-18 10:15
O00325,Rohit,Smoothie,3,2024-03-22 18:00
O00326,Manthan,Smoothie,2,2025-04-04 20:15
O00327,Sam,Juice,2,2025-02-21 11:30
O00328,Pranav,Sandwich,3,2024-04-30 9:45
O00329,Neha,Protein_Bowl,2,2025-08-12 22:15
O00330,Riya,Smoothie,1,2024-06-19 10:45
O00331,Kavya,Protein_Bowl,4,2024-04-13 11:00
O00332,Neha,Salad,2,2024-03-15 11:45
O00333,Neha,Sandwich,2,2025-02-15 14:30
O00334,Aditya,Sandwich,3,2025-08-28 10:00
O00335,Vivaan,Sandwich,4,2025-02-22 21:45
O00336,Pranav,Smoothie,2,2024-07-06 9:15
O00337,Aarav,Protein_Bowl,3,2025-11-21 21:45
O00338,Kushvendra,Smoothie,2,2025-06-04 15:00
O00339,Ananya,Sandwich,4,2024-12-15 8:45
O00340,Pranav,Sandwich,4,2024-11-22 12:15
O00341,Ishaan,Juice,4,2025-06-15 15:30
O00342,Aditya,Sandwich,3,2024-06-18 10:30
O00343,Kavya,Smoothie,4,2024-08-17 12:30
O00344,Kavya,Protein_Bowl,1,2024-08-25 15:15
O00345,Aditya,Juice,2,2024-01-29 8:15
O00346,Aarav,Smoothie,1,2025-01-13 13:30
O00347,Sam,Smoothie,4,2025-06-17 11:45
O00348,Pranav,Salad,1,2025-03-31 20:45
O00349,Kavya,Salad,2,2024-10-12 10:30
O00350,Vivaan,Juice,1,2024-11-30 12:30
O00351,Kavya,Smoothie,1,2025-12-24 17:00
O00352,Neha,Salad,3,2024-07-13 8:00
O00353,Ananya,Juice,4,2024-08-13 13:30
O00354,Sneha,Juice,4,2024-07-10 22:30
O00355,Arjun,Juice,1,2025-06-12 13:00
O00356,Neha,Salad,4,2025-07-25 13:15
O00357,Ishaan,Smoothie,3,2025-09-20 19:15
O00358,Manthan,Smoothie,2,2024-11-03 14:30
O00359,Sneha,Smoothie,4,2025-09-04 18:45
O00360,Pranav,Salad,2,2024-04-25 16:45
O00361,Rohit,Sandwich,2,2025-11-09 20:00
O00362,Riya,Smoothie,3,2025-11-07 10:30
O00363,Ayush,Juice,4,2025-05-15 20:15
O00364,Aarav,Sandwich,3,2025-06-03 13:45
O00365,Ishaan,Protein_Bowl,3,2024-09-24 17:45
O00366,Ayush,Smoothie,4,2025-02-12 15:00
O00367,Kavya,Smoothie,2,2024-12-13 8:30
O00368,Rohit,Smoothie,2,2025-08-09 12:15
O00369,Aditya,Protein_Bowl,3,2024-05-12 7:00
O00370,Ayush,Salad,3,2024-12-27 9:00
O00371,Varun,Juice,3,2025-07-02 13:15
O00372,Aditi,Smoothie,2,2024-10-24 12:30
O00373,Kushvendra,Smoothie,2,2025-07-20 14:00
O00374,Ishaan,Salad,1,2025-05-28 19:45
O00375,Ishaan,Juice,3,2024-11-04 7:15
O00376,Ananya,Salad,3,2024-05-06 19:45
O00377,Arjun,Sandwich,1,2024-03-19 9:45
O00378,Aarav,Salad,2,2024-04-07 19:15
O00379,Maya,Sandwich,3,2025-03-11 7:30
O00380,Kavya,Smoothie,2,2024-04-12 15:45
O00381,Ayush,Sandwich,4,2024-04-05 14:45
O00382,Aditi,Sandwich,4,2024-10-18 14:45
O00383,Aarav,Smoothie,4,2025-01-16 10:45
O00384,Ananya,Protein_Bowl,1,2025-02-10 14:45
O00385,Manthan,Smoothie,1,2025-10-20 16:30
O00386,Arjun,Salad,1,2025-07-28 12:15
O00387,Sneha,Protein_Bowl,2,2024-03-26 11:45
O00388,Maya,Smoothie,2,2024-03-01 22:30
O00389,Neha,Sandwich,3,2024-06-03 8:30
O00390,Sam,Protein_Bowl,4,2024-01-06 15:15
O00391,Aditi,Smoothie,4,2024-11-16 14:30
O00392,Rohit,Smoothie,1,2024-04-17 20:00
O00393,Ayush,Juice,1,2024-06-14 10:15
O00394,Saanvi,Smoothie,1,2024-02-09 20:45
O00395,Riya,Protein_Bowl,4,2024-05-23 20:45
O00396,Aarav,Sandwich,1,2025-03-21 16:30
O00397,Varun,Sandwich,3,2025-07-31 12:15
O00398,Pranav,Protein_Bowl,2,2025-09-20 18:30
O00399,Sneha,Smoothie,2,2024-12-04 11:15
O00400,Varun,Smoothie,1,2024-11-21 20:15
O00401,Arjun,Smoothie,1,2024-01-06 16:15
O00402,Saanvi,Salad,4,2024-12-04 10:00
O00403,Maya,Smoothie,2,2024-03-09 18:15
O00404,Manthan,Salad,2,2024-10-08 16:45
O00405,Sam,Sandwich,3,2025-10-01 19:30
O00406,Aditi,Protein_Bowl,2,2024-03-20 11:00
O00407,Saanvi,Sandwich,2,2024-09-26 10:15
O00408,Varun,Protein_Bowl,4,2024-12-04 15:45
O00409,Saanvi,Juice,1,2024-08-25 13:00
O00410,Maya,Juice,2,2024-06-17 22:00
O00411,Kushvendra,Salad,1,2024-05-20 21:45
O00412,Sneha,Sandwich,3,2025-05-27 10:15
O00413,Aditi,Smoothie,4,2025-01-29 22:30
O00414,Pranav,Protein_Bowl,3,2025-06-27 9:15
O00415,Riya,Sandwich,2,2025-03-23 21:45
O00416,Kavya,Salad,4,2025-10-29 18:15
O00417,Aarav,Sandwich,4,2025-11-17 18:45
O00418,Saanvi,Protein_Bowl,2,2025-01-26 18:15
O00419,Aarav,Juice,4,2025-01-04 13:00
O00420,Sam,Sandwich,3,2024-04-06 18:30
O00421,Varun,Salad,3,2024-02-04 15:45
O00422,Ayush,Salad,3,2024-10-07 8:00
O00423,Sneha,Protein_Bowl,4,2025-05-17 12:45
O00424,Aditi,Salad,1,2025-01-13 7:15
O00425,Riya,Juice,1,2025-03-05 10:00
O00426,Rohit,Salad,3,2024-04-09 15:15
O00427,Maya,Salad,3,2025-11-19 17:15
O00428,Sam,Sandwich,1,2025-11-11 19:45
O00429,Ishaan,Salad,2,2025-05-28 11:30
O00430,Vivaan,Juice,4,2024-02-15 15:15
O00431,Varun,Smoothie,2,2025-10-12 7:30
O00432,Kavya,Protein_Bowl,3,2024-04-30 17:45
O00433,Sam,Salad,4,2024-03-31 10:00
O00434,Riya,Salad,2,2024-11-21 7:15
O00435,Aarav,Juice,3,2025-04-16 9:15
O00436,Pranav,Juice,2,2024-11-13 8:45
O00437,Pranav,Juice,3,2024-05-23 17:45
O00438,Ananya,Juice,3,2024-07-23 12:30
O00439,Kavya,Smoothie,3,2024-04-04 22:30
O00440,Sam,Sandwich,3,2025-10-19 21:15
O00441,Ishaan,Protein_Bowl,4,2024-06-08 13:45
O00442,Manthan,Sandwich,2,2024-12-16 15:00
O00443,Varun,Juice,3,2024-08-11 21:30
O00444,Ishaan,Salad,2,2025-05-01 11:45
O00445,Sam,Sandwich,3,2025-07-31 19:00
O00446,Kushvendra,Salad,3,2024-01-09 12:45
O00447,Sneha,Sandwich,3,2025-10-25 10:15
O00448,Manthan,Sandwich,2,2025-04-23 12:00
O00449,Rohit,Protein_Bowl,4,2025-08-30 20:45
O00450,Sneha,Juice,3,2025-01-17 17:45
O00451,Ayush,Sandwich,1,2024-08-27 10:45
O00452,Neha,Sandwich,4,2025-08-30 7:15
O00453,Varun,Juice,3,2025-09-03 13:15
O00454,Arjun,Sandwich,1,2024-04-02 16:15
O00455,Manthan,Smoothie,4,2024-06-18 21:00
O00456,Arjun,Juice,2,2024-11-04 16:00
O00457,Riya,Juice,2,2025-03-23 9:15
O00458,Arjun,Protein_Bowl,3,2024-01-06 22:15
O00459,Manthan,Salad,4,2025-07-17 19:15
O00460,Sneha,Smoothie,4,2025-12-24 14:00
O00461,Ayush,Juice,3,2024-05-16 19:30
O00462,Pranav,Smoothie,4,2025-06-30 9:30
O00463,Sneha,Protein_Bowl,1,2024-08-15 12:15
O00464,Manthan,Sandwich,3,2025-05-28 7:45
O00465,Vivaan,Juice,2,2025-05-26 13:00
O00466,Saanvi,Sandwich,4,2024-04-05 17:45
O00467,Riya,Smoothie,2,2024-10-18 16:45
O00468,Sneha,Salad,3,2025-03-07 12:15
O00469,Ayush,Protein_Bowl,1,2025-04-21 9:30
O00470,Aditya,Smoothie,1,2024-06-13 17:15
O00471,Sam,Protein_Bowl,4,2025-12-03 21:00
O00472,Sneha,Smoothie,4,2024-02-25 16:45
O00473,Kavya,Salad,4,2025-05-29 18:45
O00474,Kushvendra,Protein_Bowl,3,2024-04-24 12:45
O00475,Aditi,Smoothie,1,2024-06-02 7:30
O00476,Sam,Sandwich,2,2025-06-11 21:45
O00477,Ishaan,Smoothie,3,2024-02-10 10:45
O00478,Rohit,Sandwich,1,2025-09-05 18:30
O00479,Neha,Sandwich,3,2024-01-25 15:15
O00480,Pranav,Sandwich,4,2024-01-18 21:30
O00481,Pranav,Salad,1,2024-12-31 8:45
O00482,Ananya,Juice,1,2025-07-01 10:15
O00483,Arjun,Smoothie,4,2024-10-08 18:45
O00484,Maya,Juice,4,2024-02-11 9:30
O00485,Manthan,Salad,2,2025-09-15 10:45
O00486,Varun,Salad,3,2025-10-14 16:45
O00487,Ayush,Salad,2,2024-09-20 9:45
O00488,Aditya,Juice,3,2024-11-06 14:00
O00489,Manthan,Protein_Bowl,4,2024-08-08 20:30
O00490,Riya,Sandwich,1,2025-09-11 19:15
O00491,Pranav,Sandwich,1,2025-02-20 13:00
O00492,Neha,Juice,3,2024-09-30 21:30
O00493,Aditya,Juice,2,2024-01-19 17:15
O00494,Vivaan,Protein_Bowl,3,2025-12-30 21:45
O00495,Maya,Sandwich,4,2025-05-02 7:30
O00496,Kushvendra,Sandwich,3,2025-03-31 11:45
O00497,Sneha,Juice,2,2025-11-20 19:30
O00498,Ayush,Salad,1,2025-10-08 22:30
O00499,Vivaan,Juice,3,2024-11-07 16:30
O00500,Rohit,Smoothie,1,2024-06-08 12:30
O00501,Sam,Smoothie,4,2024-01-24 16:45
O00502,Ananya,Smoothie,2,2025-01-22 10:00
O00503,Ayush,Juice,2,2024-04-23 16:15
O00504,Riya,Smoothie,4,2024-12-26 13:45
O00505,Maya,Sandwich,3,2025-01-06 10:30
