orderID,customerName,itemID,fitnessGoal
F00357,Saanvi,I001,weight_loss
F00358,Ishaan,I005,weight_loss
F00359,Ishaan,I004,weight_loss
F00360,Arjun,I003,maintenance
F00361,Neha,I004,muscle_gain
F00362,Kushvendra,I003,muscle_gain
F00363,Manthan,I005,muscle_gain
F00364,Aditya,I004,weight_loss
F00365,Aditi,I003,muscle_gain
F00366,Aarav,I002,muscle_gain
F00367,Kavya,I004,maintenance
F00368,Saanvi,I002,weight_loss
F00369,Pranav,I004,muscle_gain
F00370,Neha,I005,muscle_gain
F00371,Vivaan,I003,muscle_gain
F00372,Neha,I002,muscle_gain
F00373,Aditya,I004,muscle_gain
F00374,Sneha,I002,muscle_gain
F00375,Vivaan,I005,muscle_gain
F00376,Aditya,I004,muscle_gain
F00377,Sam,I004,muscle_gain
F00378,Sam,I003,maintenance
F00379,Neha,I003,muscle_gain
F00380,Aarav,I001,maintenance
F00381,Ananya,I002,muscle_gain
F00382,Kushvendra,I002,weight_loss
F00383,Sam,I004,maintenance
F00384,Kavya,I005,muscle_gain
F00385,Arjun,I001,weight_loss
F00386,Sam,I002,weight_loss
F00387,Arjun,I003,weight_loss
F00388,Kavya,I003,muscle_gain
F00389,Sneha,I005,maintenance
F00390,Manthan,I002,muscle_gain
F00391,Arjun,I002,muscle_gain
F00392,Ayush,I004,weight_loss
F00393,Kavya,I001,muscle_gain
F00394,Arjun,I004,muscle_gain
F00395,Saanvi,I001,weight_loss
F00396,Maya,I004,weight_loss
F00397,Aditi,I001,weight_loss
F00398,Sneha,I002,weight_loss
F00399,Sam,I005,weight_loss
F00400,Aditya,I001,maintenance
F00401,Saanvi,I003,maintenance
F00402,Arjun,I003,maintenance
F00403,Saanvi,I005,weight_loss
F00404,Riya,I005,maintenance
F00405,Manthan,I001,weight_loss
F00406,Pranav,I005,muscle_gain
F00407,Arjun,I005,muscle_gain
F00408,Aarav,I004,muscle_gain
F00409,Sam,I003,weight_loss
F00410,Maya,I001,maintenance
F00411,Rohit,I005,weight_loss
F00412,Pranav,I004,muscle_gain
F00413,Rohit,I005,weight_loss
F00414,Ishaan,I004,maintenance
F00415,Arjun,I003,muscle_gain
F00416,Ayush,I004,muscle_gain
F00417,Ayush,I005,muscle_gain
F00418,Aditi,I002,muscle_gain
F00419,Aarav,I005,maintenance
F00420,Pranav,I002,maintenance
F00421,Neha,I005,weight_loss
F00422,Manthan,I001,maintenance
F00423,Kushvendra,I003,maintenance
F00424,Riya,I003,maintenance
F00425,Neha,I002,maintenance
F00426,Sneha,I002,muscle_gain
F00427,Ayush,I005,weight_loss
F00428,Saanvi,I002,muscle_gain
F00429,Rohit,I002,muscle_gain
F00430,Ananya,I003,maintenance
F00431,Neha,I005,maintenance
F00432,Maya,I002,muscle_gain
F00433,Ishaan,I003,muscle_gain
F00434,Riya,I002,maintenance
F00435,Ananya,I003,maintenance
F00436,Kavya,I004,muscle_gain
F00437,Ayush,I001,weight_loss
F00438,Manthan,I001,muscle_gain
F00439,Maya,I004,weight_loss
F00440,Aditi,I001,muscle_gain
F00441,Varun,I004,weight_loss
F00442,Varun,I005,muscle_gain
F00443,Varun,I005,muscle_gain
F00444,Maya,I002,muscle_gain
F00445,Kavya,I005,muscle_gain
F00446,Aarav,I002,maintenance
F00447,Maya,I003,weight_loss
F00448,Varun,I004,maintenance
F00449,Kushvendra,I004,weight_loss
F00450,Ananya,I003,muscle_gain
F00451,Ishaan,I005,maintenance
F00452,Ananya,I002,weight_loss
F00453,Aditi,I002,maintenance
F00454,Aarav,I001,muscle_gain
F00455,Sam,I002,muscle_gain
F00456,Sneha,I004,maintenance
F00457,Vivaan,I002,maintenance
F00458,Saanvi,I004,muscle_gain
F00459,Maya,I002,maintenance
F00460,Maya,I005,weight_loss
F00461,Vivaan,I002,weight_loss
F00462,Aarav,I001,muscle_gain
F00463,Saanvi,I001,maintenance
F00464,Manthan,I002,weight_loss
F00465,Aarav,I002,weight_loss
F00466,Sam,I001,muscle_gain
F00467,Arjun,I002,weight_loss
F00468,Saanvi,I002,muscle_gain
F00469,Saanvi,I001,muscle_gain
F00470,Aarav,I005,maintenance
F00471,Riya,I001,weight_loss
F00472,Sneha,I001,weight_loss
F00473,Ananya,I001,maintenance
F00474,Maya,I004,muscle_gain
F00475,Riya,I001,weight_loss
F00476,Riya,I005,muscle_gain
F00477,Maya,I001,weight_loss
F00478,Aditya,I004,muscle_gain
F00479,Kushvendra,I004,maintenance
F00480,Aarav,I001,maintenance
F00481,Aarav,I001,maintenance
F00482,Sam,I001,muscle_gain
F00483,Ayush,I003,weight_loss
F00484,Riya,I003,muscle_gain
F00485,Varun,I002,muscle_gain
F00486,Saanvi,I005,muscle_gain
F00487,Aditya,I003,weight_loss
F00488,Kushvendra,I003,maintenance
F00489,Sneha,I003,muscle_gain
F00490,Maya,I001,weight_loss
F00491,Rohit,I001,maintenance
F00492,Aditi,I004,weight_loss
F00493,Arjun,I004,weight_loss
F00494,Aditi,I002,weight_loss
F00495,Kavya,I001,weight_loss
F00496,Maya,I002,maintenance
F00497,Varun,I001,maintenance
F00498,Saanvi,I003,maintenance
F00499,Sam,I001,weight_loss
F00500,Saanvi,I002,weight_loss
F00501,Ayush,I001,weight_loss
F00502,Manthan,I005,maintenance
F00503,Saanvi,I002,muscle_gain
F00504,Vivaan,I005,weight_loss
F00505,Arjun,I003,weight_loss
F00506,Rohit,I004,weight_loss
F00507,Manthan,I002,maintenance
F00508,Ishaan,I002,weight_loss
F00509,Ananya,I001,weight_loss
F00510,Neha,I004,maintenance
F00511,Manthan,I003,weight_loss
F00512,Varun,I002,weight_loss
F00513,Ayush,I004,maintenance
F00514,Aarav,I001,maintenance
F00515,Vivaan,I004,muscle_gain
F00516,Varun,I001,weight_loss
F00517,Neha,I004,maintenance
F00518,Aditi,I004,maintenance
F00519,Arjun,I005,weight_loss
F00520,Riya,I003,weight_loss
F00521,Kushvendra,I002,maintenance
F00522,Ayush,I003,weight_loss
F00523,Neha,I004,weight_loss
F00524,Aarav,I002,weight_loss
F00525,Ishaan,I005,maintenance
F00526,Pranav,I001,muscle_gain
F00527,Kushvendra,I002,maintenance
F00528,Aarav,I003,maintenance
F00529,Aarav,I003,weight_loss
F00530,Vivaan,I005,maintenance
F00531,Kavya,I001,weight_loss
F00532,Kushvendra,I001,muscle_gain
F00533,Kushvendra,I003,weight_loss
F00534,Varun,I003,maintenance
F00535,Kushvendra,I002,maintenance
F00536,Pranav,I004,muscle_gain
F00537,Rohit,I001,weight_loss
F00538,Sneha,I005,muscle_gain
F00539,Neha,I004,maintenance
F00540,Sneha,I001,maintenance
F00541,Aarav,I005,maintenance
F00542,Ananya,I001,maintenance
F00543,Rohit,I004,muscle_gain
F00544,Pranav,I001,muscle_gain
F00545,Varun,I002,muscle_gain
F00546,Kushvendra,I001,weight_loss
F00547,Sneha,I002,muscle_gain
F00548,Riya,I004,maintenance
F00549,Maya,I004,weight_loss
F00550,Arjun,I005,weight_loss
F00551,Sam,I001,weight_loss
F00552,Aditi,I002,weight_loss
F00553,Aarav,I003,weight_loss
F00554,Vivaan,I002,weight_loss
F00555,Saanvi,I003,weight_loss
F00556,Neha,I002,muscle_gain
F00557,Aditi,I001,weight_loss
F00558,Maya,I005,weight_loss
F00559,Manthan,I001,weight_loss
F00560,Pranav,I001,muscle_gain
F00561,Kushvendra,I001,weight_loss
F00562,Sneha,I003,muscle_gain
F00563,Vivaan,I001,muscle_gain
F00564,Ishaan,I004,muscle_gain
F00565,Aditi,I003,muscle_gain
F00566,Sam,I004,maintenance
F00567,Aditi,I004,weight_loss
F00568,Vivaan,I002,muscle_gain
F00569,Ishaan,I004,maintenance
F00570,Maya,I001,muscle_gain
F00571,Pranav,I005,maintenance
F00572,Vivaan,I002,maintenance
F00573,Varun,I001,maintenance
F00574,Ishaan,I001,weight_loss
F00575,Kavya,I003,maintenance
F00576,Neha,I004,maintenance
F00577,Ayush,I004,muscle_gain
F00578,Neha,I001,maintenance
F00579,Kushvendra,I002,muscle_gain
F00580,Sam,I004,maintenance
F00581,Aarav,I001,muscle_gain
F00582,Ishaan,I005,weight_loss
F00583,Aditya,I004,muscle_gain
F00584,Pranav,I003,weight_loss
F00585,Sneha,I004,weight_loss
F00586,Arjun,I002,maintenance
F00587,Saanvi,I005,weight_loss
F00588,Kavya,I003,weight_loss
F00589,Pranav,I004,maintenance
F00590,Riya,I004,muscle_gain
F00591,Arjun,I003,weight_loss
F00592,Arjun,I001,maintenance
F00593,Manthan,I005,maintenance
F00594,Riya,I005,muscle_gain
F00595,Varun,I005,maintenance
F00596,Sneha,I002,muscle_gain
F00597,Varun,I004,weight_loss
F00598,Rohit,I002,maintenance
F00599,Maya,I002,weight_loss
F00600,Kushvendra,I004,maintenance
F00601,Aarav,I002,maintenance
F00602,Kavya,I001,maintenance
F00603,Ananya,I005,maintenance
F00604,Ayush,I004,weight_loss
F00605,Maya,I005,muscle_gain
F00606,Ayush,I003,maintenance
F00607,Pranav,I003,weight_loss
F00608,Rohit,I002,maintenance
F00609,Aditi,I002,muscle_gain
F00610,Ayush,I003,weight_loss
F00611,Ananya,I005,weight_loss
F00612,Aditi,I005,muscle_gain
F00613,Rohit,I004,weight_loss
F00614,Arjun,I004,weight_loss
F00615,Kushvendra,I002,weight_loss
F00616,Pranav,I001,muscle_gain
F00617,Riya,I001,weight_loss
F00618,Neha,I004,weight_loss
F00619,Ananya,I003,weight_loss
F00620,Aditya,I003,maintenance
F00621,Arjun,I001,muscle_gain
F00622,Ayush,I002,muscle_gain
F00623,Kushvendra,I002,muscle_gain
F00624,Saanvi,I004,weight_loss
F00625,Varun,I005,muscle_gain
F00626,Riya,I002,weight_loss
F00627,Manthan,I004,weight_loss
F00628,Pranav,I003,muscle_gain
F00629,Manthan,I003,maintenance
F00630,Aditya,I003,weight_loss
F00631,Kavya,I003,weight_loss
F00632,Vivaan,I001,weight_loss
F00633,Rohit,I003,muscle_gain
F00634,Sam,I003,muscle_gain
F00635,Sam,I003,muscle_gain
F00636,Pranav,I002,weight_loss
F00637,Aditi,I005,maintenance
F00638,Pranav,I002,maintenance
F00639,Pranav,I004,weight_loss
F00640,Varun,I001,muscle_gain
F00641,Vivaan,I002,maintenance
F00642,Aditya,I001,muscle_gain
F00643,Kavya,I004,maintenance
F00644,Maya,I002,muscle_gain
F00645,Ayush,I003,weight_loss
F00646,Sam,I005,maintenance
F00647,Rohit,I002,muscle_gain
F00648,Rohit,I002,muscle_gain
F00649,Saanvi,I005,maintenance
F00650,Varun,I004,muscle_gain
F00651,Sam,I001,muscle_gain
F00652,Ananya,I001,weight_loss
F00653,Rohit,I003,weight_loss
F00654,Kavya,I003,maintenance
F00655,Vivaan,I005,weight_loss
F00656,Kavya,I004,maintenance
F00657,Riya,I002,weight_loss
F00658,Kushvendra,I004,maintenance
F00659,Riya,I003,muscle_gain
F00660,Saanvi,I001,weight_loss
F00661,Varun,I001,weight_loss
F00662,Kavya,I004,muscle_gain
F00663,Ananya,I004,maintenance
F00664,Ayush,I002,muscle_gain
F00665,Saanvi,I001,maintenance
F00666,Vivaan,I003,maintenance
F00667,Neha,I001,muscle_gain
F00668,Neha,I005,muscle_gain
F00669,Aditya,I001,muscle_gain
F00670,Maya,I004,weight_loss
F00671,Rohit,I003,maintenance
F00672,Aditya,I002,weight_loss
F00673,Varun,I004,maintenance
F00674,Ishaan,I004,muscle_gain
F00675,Aarav,I004,weight_loss
F00676,Kavya,I004,weight_loss
F00677,Manthan,I005,weight_loss
F00678,Aditya,I001,weight_loss
F00679,Kushvendra,I001,weight_loss
F00680,Saanvi,I001,muscle_gain
F00681,Ishaan,I001,muscle_gain
F00682,Ishaan,I002,muscle_gain
F00683,Riya,I005,maintenance
F00684,Aditi,I004,maintenance
F00685,Ananya,I002,weight_loss
F00686,Riya,I001,maintenance
F00687,Ayush,I001,muscle_gain
F00688,Maya,I005,muscle_gain
F00689,Arjun,I003,weight_loss
F00690,Rohit,I005,muscle_gain
F00691,Ayush,I005,maintenance
F00692,Rohit,I005,muscle_gain
F00693,Riya,I001,weight_loss
F00694,Vivaan,I003,weight_loss
F00695,Kavya,I003,weight_loss
F00696,Kavya,I004,weight_loss
F00697,Sneha,I002,muscle_gain
F00698,Riya,I002,maintenance
F00699,Aditi,I004,weight_loss
F00700,Manthan,I005,muscle_gain
F00701,Riya,I005,maintenance
F00702,Kushvendra,I005,maintenance
F00703,Maya,I003,muscle_gain
F00704,Kushvendra,I004,maintenance
F00705,Neha,I002,muscle_gain
F00706,Maya,I005,weight_loss
F00707,Sam,I002,weight_loss
F00708,Kushvendra,I003,muscle_gain
F00709,Sneha,I005,muscle_gain
F00710,Maya,I005,weight_loss
F00711,Ayush,I004,muscle_gain
F00712,Aarav,I004,muscle_gain
F00713,Aditya,I001,muscle_gain
F00714,Sam,I002,maintenance
F00715,Kavya,I005,weight_loss
F00716,Kushvendra,I001,muscle_gain
F00717,Ananya,I005,weight_loss
F00718,Ananya,I003,muscle_gain
F00719,Aarav,I002,maintenance
F00720,Manthan,I005,maintenance
F00721,Neha,I005,maintenance
F00722,Ayush,I004,maintenance
F00723,Aarav,I005,muscle_gain
F00724,Saanvi,I003,muscle_gain
F00725,Rohit,I004,weight_loss
F00726,Sneha,I003,weight_loss
F00727,Riya,I001,weight_loss
F00728,Vivaan,I005,muscle_gain
F00729,Arjun,I004,weight_loss
F00730,Arjun,I004,muscle_gain
F00731,Pranav,I001,maintenance
F00732,Aarav,I002,muscle_gain
F00733,Manthan,I005,muscle_gain
F00734,Ishaan,I005,muscle_gain
F00735,Maya,I002,muscle_gain
F00736,Ayush,I003,weight_loss
F00737,Kushvendra,I002,muscle_gain
F00738,Ananya,I004,muscle_gain
F00739,Sam,I003,weight_loss
F00740,Rohit,I004,maintenance
F00741,Manthan,I003,muscle_gain
F00742,Ananya,I004,muscle_gain
F00743,Aditi,I003,maintenance
F00744,Arjun,I003,weight_loss
F00745,Riya,I002,muscle_gain
F00746,Aditi,I003,muscle_gain
F00747,Rohit,I005,maintenance
F00748,Ishaan,I001,maintenance
F00749,Sneha,I003,weight_loss
F00750,Riya,I004,maintenance
F00751,Riya,I005,muscle_gain
F00752,Sam,I004,muscle_gain
F00753,Riya,I002,maintenance
F00754,Ayush,I004,muscle_gain
F00755,Sam,I005,maintenance
F00756,Ishaan,I002,weight_loss
F00757,Ananya,I005,muscle_gain
F00758,Kavya,I001,muscle_gain
F00759,Aarav,I001,maintenance
F00760,Kavya,I001,muscle_gain
F00761,Sam,I001,weight_loss
F00762,Pranav,I002,muscle_gain
F00763,Sam,I003,muscle_gain
F00764,Kushvendra,I002,maintenance
F00765,Aditi,I003,weight_loss
F00766,Saanvi,I005,muscle_gain
F00767,Ayush,I002,muscle_gain
F00768,Riya,I005,muscle_gain
F00769,Neha,I001,muscle_gain
F00770,Arjun,I004,maintenance
F00771,Riya,I001,muscle_gain
F00772,Ishaan,I005,muscle_gain
F00773,Arjun,I001,muscle_gain
F00774,Ananya,I002,muscle_gain
